,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,E
301,0,80.305,228.392,183.255,255.305,418.523,352.551,446.210,443.388,688.416,949.018,1051.186,989.282,1030.808,999.594,1045.415,1017.539,1069.500,764.916
302,80.305,0,163.748,109.856,189.933,347.463,286.277,375.307,376.210,617.995,880.604,981.843,918.595,957.908,925.128,969.640,940.588,991.678,693.281
303,228.392,163.748,0,61.504,26.913,191.899,124.194,219.207,215.005,460.439,720.632,822.818,761.219,804.052,774.678,822.678,797.777,852.501,537.493
304,183.255,109.856,61.504,0,84.460,237.618,177.869,265.460,266.961,508.156,770.794,871.987,808.805,848.640,816.631,862.165,834.452,886.907,583.608
305,255.305,189.933,26.913,84.460,0,165.490,97.301,192.654,188.097,433.595,693.721,795.907,734.352,777.379,748.290,796.612,772.174,827.293,510.739
306,418.523,347.463,191.899,237.618,165.490,0,75.308,27.846,46.189,270.539,533.569,634.425,571.256,612.450,582.806,631.350,607.947,664.262,346.415
307,352.551,286.277,124.194,177.869,97.301,75.308,0,99.907,90.852,337.154,596.471,698.779,637.639,681.861,654.315,704.222,682.056,738.947,414.872
308,446.210,375.307,219.207,265.460,192.654,27.846,99.907,0,37.246,242.700,505.762,606.580,543.442,584.917,555.727,604.792,582.168,639.086,318.706
309,443.388,376.210,215.005,266.961,188.097,46.189,90.852,37.246,0,246.946,505.630,607.938,547.038,592.275,566.275,617.737,598.015,656.624,325.185
310,688.416,617.995,460.439,508.156,433.595,270.539,337.154,242.700,246.946,0,264.500,364.092,300.872,345.672,322.962,378.416,366.900,430.011,79.138
311,949.018,880.604,720.632,770.794,693.721,533.569,596.471,505.762,505.630,264.500,0,104.015,65.843,137.966,163.902,224.636,254.462,313.865,197.489
312,1051.186,981.843,822.818,871.987,795.907,634.425,698.779,606.580,607.938,364.092,104.015,0,71.069,98.752,153.068,193.247,240.226,285.097,292.030
313,989.282,918.595,761.219,808.805,734.352,571.256,637.639,543.442,547.038,300.872,65.843,71.069,0,72.303,106.324,162.682,198.614,254.063,225.893
314,1030.808,957.908,804.052,848.640,777.379,612.450,681.861,584.917,592.275,345.672,137.966,98.752,72.303,0,57.728,96.237,141.474,188.856,267.092
315,999.594,925.128,774.678,816.631,748.290,582.806,654.315,555.727,566.275,322.962,163.902,153.068,106.324,57.728,0,64.076,92.290,149.991,243.980
316,1045.415,969.640,822.678,862.165,796.612,631.350,704.222,604.792,617.737,378.416,224.636,193.247,162.682,96.237,64.076,0,55.000,92.631,300.348
317,1017.539,940.588,797.777,834.452,772.174,607.947,682.056,582.168,598.015,366.900,254.462,240.226,198.614,141.474,92.290,55.000,0,65.763,291.972
318,1069.500,991.678,852.501,886.907,827.293,664.262,738.947,639.086,656.624,430.011,313.865,285.097,254.063,188.856,149.991,92.631,65.763,0,356.302
E,764.916,693.281,537.493,583.608,510.739,346.415,414.872,318.706,325.185,79.138,197.489,292.030,225.893,267.092,243.980,300.348,291.972,356.302,0
